Label,wkt_geom,name
zand,"MultiPolygon (((62439.45384429205296328 432776.167841138667427, 62441.91515693496330641 432767.9634656622656621, 62446.29082385569199687 432769.87781994009856135, 62453.40128260188794229 432759.21213182079372928, 62456.68303279243264114 432766.59606974956113845, 62449.29909486370161176 432777.26175786880776286, 62439.45384429205296328 432776.167841138667427)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62989.42048039152723504 432030.11663115385454148, 62993.79614731226320146 432028.20227687602164224, 63010.20489826500124764 432036.40665235242340714, 63031.80975368611689191 432049.26017393206711859, 63039.46717079739755718 432056.09715349570615217, 63036.45889978939521825 432059.37890368624357507, 63030.71583695593290031 432053.635840852803085, 63014.03360682064521825 432045.15798619389533997, 62989.42048039152723504 432030.11663115385454148)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62968.63606251805322245 432024.92052668548421934, 62973.55868780387390871 432016.16919284401228651, 62978.48131308970187092 432021.09181812981842086, 62975.19956289914989611 432026.287922598188743, 62968.63606251805322245 432024.92052668548421934)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65371.69763954739755718 428053.72931693901773542, 65370.60372281721356558 428048.80669165321160108, 65380.9959317539469339 428042.79014963720692322, 65394.66989088123955298 428027.47531541460193694, 65409.98472510380088352 428010.51960609678644687, 65413.26647529434558237 428015.9891897477209568, 65394.66989088123955298 428036.77360762120224535, 65385.91855703977489611 428048.80669165321160108, 65371.69763954739755718 428053.72931693901773542)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65422.56476750090223504 427983.71864620730048046, 65426.9404344216309255 427974.96731236582854763, 65436.78568499327957397 427970.04468708002241328, 65447.72485229510493809 427971.68556217529112473, 65449.3657273903809255 427977.70210419129580259, 65441.16135191400826443 427983.17168784223031253, 65422.56476750090223504 427983.71864620730048046)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65168.77608609844901366 428290.56228902353905141, 65174.79262811445369152 428277.9822466264013201, 65185.1848370511943358 428269.23091278492938727, 65181.90308686064236099 428288.37445556314196438, 65168.77608609844901366 428290.56228902353905141)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64970.77715793533570832 428578.80934742669342086, 64972.96499139570369152 428572.24584704561857507, 64975.69978322116367053 428565.68234666454372928, 64980.62240850698435679 428559.66580464853905141, 64988.82678398335701786 428565.68234666454372928, 64987.73286725317302626 428575.52759723615599796, 64970.77715793533570832 428578.80934742669342086)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65103.14108228747500107 428397.76612858142470941, 65102.32064473983336939 428389.01479473995277658, 65106.96979084311169572 428384.36564863665262237, 65112.98633285911637358 428385.73304454941535369, 65114.90068713694199687 428396.67221185122616589, 65103.14108228747500107 428397.76612858142470941)))",20200523_110107_SV1-01_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64456.63629474933986785 437644.37076963513391092, 64469.76329551154049113 437653.66906184167601168, 64473.04504570208518999 437641.08901944453828037, 64462.10587840025982587 437623.58635176165262237, 64459.91804493989184266 437608.27151753904763609, 64454.4484612889791606 437603.89585061836987734, 64456.63629474933986785 437644.37076963513391092)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64229.101614871295169 437444.18400801165262237, 64248.24515764949319419 437467.70321771054295823, 64263.01303350696252892 437464.42146752000553533, 64292.00182685680920258 437466.60930098040262237, 64294.18966031717718579 437459.49884223419940099, 64269.57653388805920258 437450.74750839272746816, 64248.24515764949319419 437438.71442436071811244, 64229.101614871295169 437444.18400801165262237)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64132.83694261519849533 437431.05700724944472313, 64138.30652626611117739 437422.85263177304295823, 64170.03011144141783006 437427.77525705890730023, 64177.68752855269849533 437425.04046523344004527, 64193.00236277525982587 437429.96309051924617961, 64192.45540441016783006 437437.07354926544940099, 64165.10748615558986785 437441.44921618618536741, 64159.09094413958518999 437445.27792474179295823, 64132.83694261519849533 437431.05700724944472313)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((61720.20359419677697588 433931.61738739418797195, 61722.39142765713768313 433902.08163567923475057, 61746.45759572116367053 433885.67288472648942843, 61751.92717937207635259 433913.02080298110377043, 61749.73934591171564534 433961.15313910914119333, 61743.17584553061169572 434003.81589158624410629, 61745.36367899097967893 434023.50639272958505899, 61767.24201359463768313 434037.72731022193329409, 61744.26976226079568733 434061.79347828595200554, 61711.45226035531231901 434078.20222923869732767, 61686.29217556110234 434083.67181288963183761, 61692.85567594219901366 434016.94289234845200554, 61699.41917632329568733 433967.71663949021603912, 61720.20359419677697588 433931.61738739418797195)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((61738.80017860988300527 434248.85323914722539485, 61742.08192880043498008 434274.01332394144264981, 61767.24201359463768313 434278.38899086217861623, 61783.65076454738300527 434263.07415663963183761, 61782.55684781719901366 434225.88098781340522692, 61738.80017860988300527 434214.94182051159441471, 61702.70092651384766214 434207.28440340026281774, 61692.85567594219901366 434220.41140416247071698, 61692.85567594219901366 434240.10190530575346202, 61733.3305949589703232 434232.44448819448007271, 61738.80017860988300527 434248.85323914722539485)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((61907.26335505805764114 434801.28118788969004527, 61928.0477729315389297 434785.96635366708505899, 61949.9261075351969339 434784.87243693694472313, 61990.40102655196096748 434789.24810385768068954, 62010.09152769525826443 434824.2534392235102132, 62022.12461172726762015 434837.38043998571811244, 62049.47252998183830641 434845.03785709699150175, 62041.81511287055764114 434872.38577535154763609, 62028.68811210836429382 434887.70060957409441471, 62007.90369423489028122 434882.23102592321811244, 61994.7766934726969339 434861.44660804973682389, 61957.58352464647759916 434846.13177382719004527, 61928.0477729315389297 434858.16485785919940099, 61907.26335505805764114 434801.28118788969004527)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((61882.10327026385493809 433713.92795808787923306, 61923.67210601080296328 433718.30362500861519948, 61929.1416896617229213 433690.95570675400085747, 61922.57818928061897168 433666.88953868998214602, 61934.61127331263560336 433649.38687100703828037, 61958.67744137666159077 433638.44770370522746816, 61989.30710982178425184 433619.85111929214326665, 62004.62194404433830641 433601.25453487900085747, 61965.24094175775826443 433596.87886795826489106, 61958.67744137666159077 433588.12753411679295823, 61934.61127331263560336 433608.91195199027424678, 61919.29643909007427283 433640.6355371656245552, 61905.0755215976969339 433640.6355371656245552, 61909.45118851842562435 433670.17128888051956892, 61899.60593794678425184 433699.7070405954727903, 61876.63368661294225603 433699.7070405954727903, 61882.10327026385493809 433713.92795808787923306)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((61848.19185162818030221 433780.65687862900085747, 61853.66143527910026023 433798.15954631194472313, 61895.23027102604828542 433802.53521323268068954, 61917.10860562970628962 433789.4082124704727903, 61921.48427255044225603 433769.71771132719004527, 61888.66677064495161176 433781.75079535919940099, 61879.91543680348695489 433755.49679383478360251, 61875.53976988275826443 433733.6184592311619781, 61848.19185162818030221 433780.65687862900085747)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62369.99013192543498008 432945.99841349938651547, 62373.81884048107895069 432932.3244543721084483, 62388.03975797345628962 432938.34099638811312616, 62407.18330075165431481 432944.35753840411780402, 62417.02855132330296328 432944.35753840411780402, 62420.85725987893965794 432952.01495551539119333, 62421.40421824403165374 432956.39062243612715974, 62408.27721748183830641 432950.92103878519264981, 62390.22759143381699687 432953.10887224558973685, 62369.99013192543498008 432945.99841349938651547)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62438.63340674441860756 432771.51869503519264981, 62442.73559448260493809 432765.50215301918797195, 62451.21344914151995908 432767.96346566214924678, 62457.22999115752463695 432768.78390320978360251, 62451.48692832406959496 432775.0739244082942605, 62444.10299039533128962 432775.62088277342263609, 62438.63340674441860756 432771.51869503519264981)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62495.79055589647759916 432735.69292212172877043, 62499.3457852695719339 432732.68465111369732767, 62515.20757785722526023 432755.9303816300816834, 62531.61632880996330641 432774.80044522578828037, 62529.70197453214495908 432778.62915378139587119, 62495.79055589647759916 432735.69292212172877043)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62761.33884214838326443 432690.5688570017227903, 62760.51840460074163275 432684.2788358032121323, 62767.90234252947993809 432687.834065176313743, 62777.74759310112131061 432689.74841945408843458, 62780.7558641091309255 432691.66277373192133382, 62774.73932209311897168 432693.03016964468406513, 62761.33884214838326443 432690.5688570017227903)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((62857.05655603942432208 432178.61582727631321177, 62859.79134786488430109 432172.8727644428727217, 62867.44876497616496636 432178.06886891124304384, 62869.36311925398331368 432178.61582727631321177, 62878.93489064308232628 432182.71801501454319805, 62874.01226535726164002 432184.63236929231788963, 62866.62832742852333467 432179.98322318907594308, 62857.05655603942432208 432178.61582727631321177)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64971.87107466556335567 428578.53586824418744072, 64978.98153341175930109 428580.45022252202033997, 64985.27155461030633887 428576.07455560128437355, 64987.732867253216682 428565.13538829947356135, 64986.36547134049033048 428559.93928383110323921, 64980.07545014193601673 428558.29840873583452776, 64975.15282485611533048 428564.86190911690937355, 64971.87107466556335567 428578.53586824418744072)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((64996.21072191213897895 428586.19328535546083003, 65001.13334719795966521 428591.38938982383115217, 65012.34599368233466521 428593.85070246673421934, 65019.72993161107297055 428595.49157756200293079, 65009.33772267433232628 428590.02199391112662852, 64999.4924721026836778 428585.09936862526228651, 64996.48420109468133887 428582.09109761728905141, 64996.21072191213897895 428586.19328535546083003)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65071.41749711221200414 428706.52412567561259493, 65067.58878855657530949 428698.86670856433920562, 65064.30703836602333467 428693.12364573084050789, 65064.58051754857297055 428684.09883270686259493, 65069.50314283439365681 428698.86670856433920562, 65074.97272648530633887 428702.96889630251098424, 65071.41749711221200414 428706.52412567561259493)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65373.88547300778736826 428050.99452511343406513, 65378.80809829360805452 428054.27627530397148803, 65384.55116112707037246 428046.34537901013391092, 65394.94337006381101673 428034.3122949781245552, 65389.7472655954406946 428034.03881579561857507, 65379.35505665870005032 428047.16581655782647431, 65373.88547300778736826 428050.99452511343406513)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65418.18910058019537246 428000.40087634249357507, 65422.29128831838170299 428004.22958489810116589, 65433.77741398529906292 427993.56389677885454148, 65434.87133071548305452 427986.72691721521550789, 65440.34091436640301254 427982.35125029447954148, 65443.34918537440535147 427982.62472947698552161, 65448.54528984276839765 427977.70210419117938727, 65449.63920657295238925 427972.23252054024487734, 65441.16135191403736826 427971.9590413577388972, 65435.1448098980326904 427970.59164544497616589, 65428.85478869947837666 427978.2490625562495552, 65423.3852050485656946 427978.522541738813743, 65429.67522624712000834 427989.4617090406245552, 65418.18910058019537246 428000.40087634249357507)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65507.34331409012520453 427939.55175822606543079, 65506.52287654249084881 427936.81696640059817582, 65509.53114755049318774 427927.51867419405607507, 65509.53114755049318774 427922.32256972568575293, 65514.18029365377151407 427921.5021321780513972, 65521.56423158250254346 427926.15127828129334375, 65515.0007312014058698 427926.42475746385753155, 65511.71898101086117094 427945.84177942457608879, 65507.34331409012520453 427939.55175822606543079)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65507.06983490758284461 427892.78681801073253155, 65512.81289774104516255 427898.80336002673720941, 65518.55596057450020453 427893.60725555836688727, 65519.37639812214183621 427889.77854700270108879, 65512.53941855849552667 427889.50506782019510865, 65507.06983490758284461 427892.78681801073253155)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65671.97778198264131788 427739.91195496771251783, 65675.80649053827801254 427732.80149622150929645, 65683.73738683210103773 427733.07497540401527658, 65684.83130356228502933 427738.81803823751397431, 65677.72084481609635986 427742.92022597568575293, 65671.97778198264131788 427739.91195496771251783)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
zand,"MultiPolygon (((65641.34811353751865681 427768.08031076990300789, 65645.17682209315535147 427774.91729033354204148, 65649.55248901389131788 427776.011207063740585, 65652.56076002189365681 427770.26814423024188727, 65650.09944737897603773 427765.89247730950592086, 65641.62159272005374078 427762.88420630153268576, 65641.34811353751865681 427768.08031076990300789)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((63742.30866993987729074 435079.6829957211157307, 63749.96608705115795601 435094.45087157859234139, 63761.45221271808259189 435086.79345446731895208, 63774.57921348027593922 435073.11949534004088491, 63778.95488040101190563 435056.71074438729556277, 63783.33054732174059609 435037.02024324401281774, 63781.14271386137261288 435029.90978449780959636, 63774.03225511518394342 435038.1141599741531536, 63772.39138001990795601 435047.41245218069525436, 63763.0930878133585793 435049.60028564109234139, 63748.87217032098124037 435066.00903659383766353, 63742.85562830496928655 435075.30732880037976429, 63742.30866993987729074 435079.6829957211157307)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((63819.42979941779049113 435206.57733642234234139, 63828.72809162433986785 435215.87562862888444215, 63848.9655511327291606 435215.87562862888444215, 63857.71688497418654151 435204.38950296194525436, 63859.35776006946252892 435192.90337729506427422, 63846.77771767236117739 435189.62162710452685133, 63817.78892432251450373 435197.27904421580024064, 63819.42979941779049113 435206.57733642234234139)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((62972.73825025622500107 435405.12322295061312616, 62944.2964152714703232 435346.05171952076489106, 62955.23558257329568733 435273.85321532865054905, 62959.61124949403165374 435221.34521227987715974, 62957.42341603366367053 435153.52237500855699182, 62953.04774911293498008 435092.26303811831166968, 63025.24625330500566633 435083.51170427683973685, 63001.18008524097967893 435230.09654612134909257, 63036.18542060683830641 435391.99622218840522692, 62972.73825025622500107 435405.12322295061312616)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((62702.54081790104100946 434883.32494265330024064, 62652.2206483126283274 434872.38577535148942843, 62656.59631523335701786 434811.12643846124410629, 62703.63473463122500107 434814.40818865178152919, 62748.48532056872500107 434836.28652325546136126, 62786.7724061251283274 434865.82227497041458264, 62839.28040917390899267 434862.54052477981895208, 62906.00932971506699687 434876.76144227222539485, 62924.60591412817302626 434905.20327725698007271, 62937.73291489036637358 434918.33027801918797195, 62958.51733276384766214 434956.6173635755549185, 62875.3796612699443358 434928.17552859080024064, 62858.97091031719901366 434948.95994646428152919, 62702.54081790104100946 434883.32494265330024064)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((63491.80173872805607971 431514.88185123779112473, 63496.17740564878477016 431505.85703821375500411, 63507.39005213315977016 431508.31835085665807128, 63514.50051087934843963 431511.87358022975968197, 63512.85963578407972818 431517.3431638806941919, 63501.9204684822470881 431519.53099734103307128, 63491.80173872805607971 431514.88185123779112473)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((63579.8620355077800923 431553.44241597672225907, 63580.13551469032972818 431549.61370742105646059, 63590.80120280961273238 431538.67454011924564838, 63594.62991136524942704 431547.42587396071758121, 63593.53599463506543543 431551.80154088145354763, 63579.8620355077800923 431553.44241597672225907)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((64618.5359708164978656 429931.98434266296681017, 64630.56905484850722132 429988.86801263247616589, 64680.88922443692717934 429977.92884533066535369, 64685.2648913576558698 429929.79650920262793079, 64723.55197691405919613 429934.1721761233638972, 64814.34706551924318774 429888.22767345566535369, 64832.94364993234921712 429832.43792021635454148, 64779.34173015338456025 429840.09533732762793079, 64746.52422824790119193 429816.02916926360921934, 64621.81772100704256445 429906.82425786880776286, 64618.5359708164978656 429931.98434266296681017)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((64685.2648913576558698 429684.75916164164664224, 64756.36947881954256445 429619.12415783066535369, 64792.46873091558518354 429660.69299357762793079, 64802.31398148722655606 429749.30024872242938727, 64753.0877286289978656 429789.77516773919342086, 64697.29797538966522552 429730.70366430934518576, 64685.2648913576558698 429684.75916164164664224)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((64319.34974511145264842 429548.01957036886597052, 64340.13416298492666101 429548.56652873399434611, 64355.99595557257998735 429540.36215325759258121, 64348.33853846129932208 429512.46727663790807128, 64345.60374663584661903 429492.77677549462532625, 64331.38282914346200414 429497.69940078043146059, 64319.34974511145264842 429548.01957036886597052)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((64337.94632952456595376 429443.0035642713191919, 64375.13949835078528849 429456.13056503352709115, 64370.21687306495732628 429427.68873004877241328, 64367.48208123950462323 429376.27464373013935983, 64358.18378903294797055 429373.53985190467210487, 64348.33853846129932208 429397.05906160362064838, 64348.88549682639131788 429426.04785495350370184, 64337.94632952456595376 429443.0035642713191919)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((64835.13148339269537246 429234.61242717137793079, 64888.73340317166002933 429268.52384580706711859, 64886.54556971129204612 429209.45234237721888348, 64871.23073548873071559 429177.72875720186857507, 64876.70031913965067361 429138.347754915303085, 64875.606402409466682 429074.90058456471888348, 64871.23073548873071559 429059.5857503421138972, 64852.6341510756246862 429175.54092374152969569, 64822.00448263050202513 429199.60709180554840714, 64835.13148339269537246 429234.61242717137793079)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64135.02477607555920258 437413.00738120143068954, 64133.38390098029049113 437379.64292093086987734, 64164.01356942540587625 437378.00204583554295823, 64201.75369661671720678 437376.90812910540262237, 64242.22861563348851632 437396.59863024868536741, 64296.377493777545169 437420.11783994763391092, 64298.0183688728211564 437436.52659090037923306, 64135.02477607555920258 437413.00738120143068954)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64662.83959838883311022 437992.78324819845147431, 64592.82892765713040717 437892.1429090216406621, 64584.0775938156657503 437811.19307098811259493, 64662.83959838883311022 437826.50790521065937355, 64752.54077026383311022 437828.69573867099825293, 64765.66777102602645755 437892.1429090216406621, 64710.97193451688508503 437988.40758127771550789, 64662.83959838883311022 437992.78324819845147431)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62984.77133428822708083 437826.50790521048475057, 63032.90367041627905564 437874.64024133852217346, 63275.75318451688508503 437651.48122838122071698, 63509.85136477603373351 437467.70321771048475057, 63547.04453360225306824 437402.06821389950346202, 63516.41486515713040717 437342.99671046959701926, 63437.65286058395577129 437375.81421237508766353, 63280.12885143761377549 437493.95721923484234139, 63236.37218223029776709 437561.78005650622071698, 63133.54400959310441976 437653.66906184155959636, 63078.84817308395577129 437714.9283987318049185, 63013.2131692729817587 437765.24856832023942843, 62980.39566736749839038 437817.75657136901281774, 62984.77133428822708083 437826.50790521048475057)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63676.12670776383311022 437030.13652563735377043, 63881.78305303821980488 437041.0756929392227903, 63728.63471081261377549 436885.73951725324150175, 63542.66886668151710182 436671.33183813735377043, 63450.77986134614911862 436581.63066626235377043, 63413.58669251992978388 436671.33183813735377043, 63676.12670776383311022 437030.13652563735377043)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63020.87058638426242396 435784.71232832397799939, 63239.65393242084246594 436051.62801048863912001, 63438.74677731413976289 435940.04850400995928794, 63394.9901081068237545 435732.20432527520461008, 63259.34443356413976289 435625.00048571726074442, 63020.87058638426242396 435784.71232832397799939)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62025.40636191781231901 435022.25236738653620705, 62071.35086458549631061 434960.99303049629088491, 62145.73720223793498008 435057.2577027523657307, 62266.06804255805764114 435173.21287615178152919, 62298.88554446354100946 435271.66538186825346202, 62250.75320833549631061 435300.10721685300813988, 62025.40636191781231901 435022.25236738653620705)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((61913.82685543915431481 434236.82015511521603912, 61998.05844366323435679 434311.2064927676692605, 62061.50561401384766214 434352.77532851463183761, 62095.41703264951502206 434309.01865930733038113, 62127.14061782482167473 434226.97490454360377043, 62136.9858683964703232 434168.99731784389587119, 62028.68811210835701786 434124.14673190639587119, 61980.55577598031231901 434128.52239882713183761, 61913.82685543915431481 434236.82015511521603912)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62182.93037106416886672 433291.67610023729503155, 62178.55470414344017627 433254.48293141106842086, 62226.68704027149215108 433200.88101163209648803, 62269.34979274862416787 433164.78175953606842086, 62291.22812735228217207 433188.8479276000871323, 62248.56537487515015528 433256.67076487140730023, 62182.93037106416886672 433291.67610023729503155)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62395.15021671963768313 432913.18091159395407885, 62431.24946881568030221 432843.17024086223682389, 62461.87913726080296328 432867.23640892625553533, 62490.32097224555764114 432918.65049524483038113, 62464.06697072116367053 432947.09233022958505899, 62395.15021671963768313 432913.18091159395407885)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62512.7462652143149171 432714.90850424824748188, 62537.35939164343290031 432677.4418562394566834, 62577.8343106601969339 432691.11581536679295823, 62574.00560210456023924 432714.63502506568329409, 62538.45330837360961596 432743.07686005043797195, 62512.7462652143149171 432714.90850424824748188)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63589.70728607943601673 431083.33170118043199182, 63640.02745566785597475 431085.51953464082907885, 63685.97195833553996636 431015.50886390911182389, 63710.0381263995586778 430966.28261105087585747, 63714.41379332029464422 430913.77460800210246816, 63678.31454122425930109 430942.21644298685714602, 63589.70728607943601673 431083.33170118043199182)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64322.08453693691262743 429366.97635152348084375, 64253.16778293539391598 429433.70527206466067582, 64259.73128331649058964 429369.16418498387793079, 64322.08453693691262743 429366.97635152348084375)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64619.62988754666002933 429167.88350663025630638, 64696.204058659466682 429021.29866478574695066, 64761.8390624704406946 429054.11616669123759493, 64713.70672634238871979 429179.9165906622656621, 64619.62988754666002933 429167.88350663025630638)))",20200807_112237_SV1-03_SV_RD_11bit_RGBI_50cm_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
